
300.0,50.0,180.0,-45.35,48.85,-156.52
300.0,50.0,170.0,-35.45,48.98,-156.7
300.0,50.0,160.0,-25.39,48.85,-156.72
300.0,50.0,150.0,-15.71,48.86,-156.8
300.0,50.0,140.0,-5.72,49.18,-156.75
300.0,50.0,130.0,3.87,49.13,-156.66
300.0,50.0,120.0,13.9,49.44,-156.87
300.0,50.0,110.0,23.7,49.43,-156.83
300.0,50.0,100.0,33.54,49.67,-157.19
300.0,50.0,90.0,43.38,49.63,-157.02
300.0,40.0,180.0,-45.27,39.29,-156.49
300.0,40.0,170.0,-35.39,39.22,-156.69
300.0,40.0,160.0,-25.47,39.09,-156.53
300.0,40.0,150.0,-15.67,39.21,-156.75
300.0,40.0,140.0,-5.84,39.54,-156.6
300.0,40.0,130.0,3.89,39.49,-156.68
300.0,40.0,120.0,13.86,39.62,-156.7
300.0,40.0,110.0,23.57,39.88,-156.8
300.0,40.0,100.0,33.46,39.73,-157.11
300.0,40.0,90.0,43.38,40.01,-157.03
300.0,30.0,180.0,-45.22,29.59,-156.47
300.0,30.0,170.0,-35.33,29.66,-156.61
300.0,30.0,160.0,-25.61,29.4,-156.44
300.0,30.0,150.0,-15.69,29.66,-156.74
300.0,30.0,140.0,-6.0,29.63,-156.5
300.0,30.0,130.0,3.87,29.91,-156.73
300.0,30.0,120.0,13.75,29.87,-156.68
300.0,30.0,110.0,23.52,30.17,-156.81
300.0,30.0,100.0,33.44,30.04,-157.12
300.0,30.0,90.0,43.34,30.3,-157.03
300.0,20.0,180.0,-45.21,19.96,-156.4
300.0,20.0,170.0,-35.25,19.67,-156.56
300.0,20.0,160.0,-25.54,19.91,-156.46
300.0,20.0,150.0,-15.64,19.82,-156.72
300.0,20.0,140.0,-6.0,19.94,-156.47
300.0,20.0,130.0,3.98,20.19,-156.87
300.0,20.0,120.0,13.73,20.16,-156.68
300.0,20.0,110.0,23.61,20.47,-156.85
300.0,20.0,100.0,33.55,20.38,-157.11
300.0,20.0,90.0,43.32,20.44,-156.99
300.0,10.0,180.0,-45.05,10.26,-156.47
300.0,10.0,170.0,-35.19,9.97,-156.58
300.0,10.0,160.0,-25.51,10.2,-156.48
300.0,10.0,150.0,-15.63,10.27,-156.79
300.0,10.0,140.0,-5.94,10.25,-156.54
300.0,10.0,130.0,3.97,10.46,-156.9
300.0,10.0,120.0,13.73,10.47,-156.76
300.0,10.0,110.0,23.69,10.77,-156.88
300.0,10.0,100.0,33.55,10.91,-157.16
300.0,10.0,90.0,43.36,10.76,-157.02
300.0,-0.0,180.0,-45.02,0.62,-156.59
300.0,-0.0,170.0,-35.13,0.29,-156.79
300.0,-0.0,160.0,-25.47,0.26,-156.57
300.0,-0.0,150.0,-15.61,0.3,-156.88
300.0,-0.0,140.0,-5.95,0.54,-156.53
300.0,-0.0,130.0,4.0,0.43,-156.99
300.0,-0.0,120.0,13.74,0.78,-156.8
300.0,-0.0,110.0,23.71,0.69,-156.93
300.0,-0.0,100.0,33.57,0.83,-157.2
300.0,-0.0,90.0,43.35,1.12,-157.07
300.0,-10.0,180.0,-45.07,-9.2,-156.73
300.0,-10.0,170.0,-35.12,-9.55,-156.85
300.0,-10.0,160.0,-25.44,-9.15,-156.67
300.0,-10.0,150.0,-15.6,-9.45,-156.96
300.0,-10.0,140.0,-5.89,-9.23,-156.66
300.0,-10.0,130.0,4.01,-9.36,-157.06
300.0,-10.0,120.0,13.75,-9.28,-156.87
300.0,-10.0,110.0,23.73,-8.97,-156.99
300.0,-10.0,100.0,33.57,-9.0,-157.27
300.0,-10.0,90.0,43.39,-8.66,-157.15
300.0,-20.0,180.0,-45.18,-19.32,-156.8
300.0,-20.0,170.0,-35.11,-19.51,-156.99
300.0,-20.0,160.0,-25.44,-19.15,-156.79
300.0,-20.0,150.0,-15.55,-19.38,-157.05
300.0,-20.0,140.0,-5.93,-19.19,-156.71
300.0,-20.0,130.0,4.02,-19.35,-157.1
300.0,-20.0,120.0,13.81,-19.14,-156.91
300.0,-20.0,110.0,23.7,-19.14,-157.02
300.0,-20.0,100.0,33.61,-18.92,-157.36
300.0,-20.0,90.0,43.37,-18.52,-157.18
300.0,-30.0,180.0,-45.2,-29.3,-156.92
300.0,-30.0,170.0,-35.14,-29.47,-157.1
300.0,-30.0,160.0,-25.39,-29.02,-156.86
300.0,-30.0,150.0,-15.48,-29.3,-157.16
300.0,-30.0,140.0,-5.83,-29.11,-156.8
300.0,-30.0,130.0,4.06,-29.23,-157.17
300.0,-30.0,120.0,13.93,-28.98,-156.94
300.0,-30.0,110.0,23.69,-29.04,-157.07
300.0,-30.0,100.0,33.57,-28.75,-157.36
300.0,-30.0,90.0,43.39,-28.61,-157.24
300.0,-40.0,180.0,-45.27,-39.47,-156.9
300.0,-40.0,170.0,-35.21,-39.51,-157.14
300.0,-40.0,160.0,-25.26,-39.18,-157.0
300.0,-40.0,150.0,-15.44,-39.27,-157.21
300.0,-40.0,140.0,-5.62,-39.06,-156.94
300.0,-40.0,130.0,4.09,-39.22,-157.11
300.0,-40.0,120.0,14.03,-38.98,-157.02
300.0,-40.0,110.0,23.71,-39.1,-157.07
300.0,-40.0,100.0,33.55,-38.85,-157.38
300.0,-40.0,90.0,43.37,-38.61,-157.25
290.0,50.0,180.0,-45.4,49.39,-166.56
290.0,50.0,170.0,-35.37,49.04,-166.63
290.0,50.0,160.0,-25.5,49.28,-166.71
290.0,50.0,150.0,-15.66,49.05,-166.8
290.0,50.0,140.0,-5.93,49.4,-166.58
290.0,50.0,130.0,4.02,49.26,-166.9
290.0,50.0,120.0,13.74,49.61,-166.65
290.0,50.0,110.0,23.51,49.57,-166.68
290.0,50.0,100.0,33.52,49.63,-167.12
290.0,50.0,90.0,43.38,49.87,-166.98
290.0,40.0,180.0,-45.4,39.71,-166.48
290.0,40.0,170.0,-35.36,39.33,-166.57
290.0,40.0,160.0,-25.51,39.48,-166.59
290.0,40.0,150.0,-15.71,39.6,-166.77
290.0,40.0,140.0,-5.91,39.52,-166.58
290.0,40.0,130.0,3.93,39.79,-166.82
290.0,40.0,120.0,13.6,39.76,-166.55
290.0,40.0,110.0,23.58,40.07,-166.76
290.0,40.0,100.0,33.55,39.99,-167.09
290.0,40.0,90.0,43.24,40.24,-166.91
290.0,30.0,180.0,-45.23,30.03,-166.45
290.0,30.0,170.0,-35.39,29.57,-166.48
290.0,30.0,160.0,-25.48,29.8,-166.51
290.0,30.0,150.0,-15.83,29.77,-166.64
290.0,30.0,140.0,-5.92,30.05,-166.58
290.0,30.0,130.0,3.81,29.92,-166.74
290.0,30.0,120.0,13.65,30.36,-166.63
290.0,30.0,110.0,23.64,30.29,-166.95
290.0,30.0,100.0,33.4,30.49,-167.02
290.0,30.0,90.0,43.2,30.51,-166.86
290.0,20.0,180.0,-45.04,20.38,-166.47
290.0,20.0,170.0,-35.28,19.94,-166.48
290.0,20.0,160.0,-25.45,20.17,-166.43
