robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w
250.0,-50.0,75.0,180,0,0,-51.99999999999994,-249.0,72.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,85.0,180,0,0,-51.99999999999994,-249.0,82.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,95.0,180,0,0,-51.99999999999994,-249.0,92.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,105.0,180,0,0,-51.99999999999994,-249.0,102.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,115.0,180,0,0,-51.99999999999994,-249.0,112.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,125.0,180,0,0,-51.99999999999994,-249.0,122.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,135.0,180,0,0,-51.99999999999994,-249.0,132.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,145.0,180,0,0,-51.99999999999994,-249.0,142.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,155.0,180,0,0,-51.99999999999994,-249.0,152.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,165.0,180,0,0,-51.99999999999994,-249.0,162.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-50.0,175.0,180,0,0,-51.99999999999994,-249.0,172.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-40.0,75.0,180,0,0,-41.99999999999994,-249.0,72.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-40.0,85.0,180,0,0,-41.99999999999994,-249.0,82.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-40.0,95.0,180,0,0,-41.99999999999994,-249.0,92.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
250.0,-40.0,105.0,180,0,0,-41.99999999999994,-249.0,102.0,0.7071067811865477,0.0,0.0,-0.7071067811865474
