robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w
250.0,-50.0,75.0,180,0,0,77.84215251516656,-76.07865192485347,-197.9916180517753,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,85.0,180,0,0,97.00465170743611,-72.6714084897217,-201.89722045874564,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,95.0,180,0,0,107.55544690484298,-69.28439275780096,-197.65753280399397,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,105.0,180,0,0,101.97522012623575,-75.93850100138593,-201.1278938924051,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,115.0,180,0,0,125.32531233763659,-65.29179522680214,-192.87441097791879,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,125.0,180,0,0,135.80495233749224,-49.54363220515934,-186.60685253334688,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,135.0,180,0,0,129.78285681488023,-59.05152610570914,-191.99626222454458,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,145.0,180,0,0,147.61862094329246,-60.825660305919456,-188.84860484572607,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,155.0,180,0,0,155.61453786860935,-50.79099612176187,-176.3246841357571,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,165.0,180,0,0,163.74632002440813,-45.989820098508055,-184.0724687183658,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,175.0,180,0,0,155.250531648123,-50.04249319322984,-169.83751206863292,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,75.0,180,0,0,86.70236319323556,-68.95688512270813,-210.38213325376378,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,85.0,180,0,0,80.86695708788211,-69.58660628141938,-203.2083605759697,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
