robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w
250.0,-50.0,75.0,180,0,0,88.17286702054021,-90.49162961732189,-204.78936809103408,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,85.0,180,0,0,95.09580717255035,-81.51117612610032,-203.14351268409914,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,95.0,180,0,0,96.32466083288749,-73.9423656476991,-195.38625335068127,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,105.0,180,0,0,103.66576825379153,-70.58768769830164,-197.26070005744234,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,115.0,180,0,0,117.98547263359369,-67.76880328655706,-193.72884538248664,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,125.0,180,0,0,123.52773618711474,-60.20547834839163,-185.99451284082852,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,135.0,180,0,0,132.32236381497023,-48.88975689328936,-182.39927671424644,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,145.0,180,0,0,139.9850613449188,-53.445687772295486,-183.69606257429945,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,155.0,180,0,0,151.6506441797493,-49.162269315620414,-175.7696769064141,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,165.0,180,0,0,163.97743725754984,-40.20317740144112,-177.37067237907033,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-50.0,175.0,180,0,0,171.3044810663136,-30.79799386806919,-175.85851319077838,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,75.0,180,0,0,78.26983664186481,-81.45986107467245,-204.82450861950304,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,85.0,180,0,0,89.43398821276367,-76.32983483088663,-207.64096932763587,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,95.0,180,0,0,100.71001467906588,-60.291048935756876,-197.8507367396228,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,105.0,180,0,0,101.39429413007684,-62.50560034690448,-198.85011577585678,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,115.0,180,0,0,111.92376877733838,-55.49110911196858,-195.78487177742804,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,125.0,180,0,0,121.3681778009962,-56.4599723029755,-194.69257691841813,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,135.0,180,0,0,132.92869733019876,-45.96751463615842,-189.0228706045425,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,145.0,180,0,0,139.39560475279305,-40.64931827430286,-188.34331875600057,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,155.0,180,0,0,148.98685507210945,-39.340278554614414,-186.678415621265,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,165.0,180,0,0,157.4430764307161,-31.533621508341184,-175.21411072483224,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-40.0,175.0,180,0,0,161.62499488250202,-27.701971173573835,-183.76380499374164,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,75.0,180,0,0,73.98087083947013,-71.95006408072841,-209.51709025905166,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,85.0,180,0,0,81.90705472742746,-64.8407334985091,-208.00976214484186,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,95.0,180,0,0,92.5249153164186,-57.234715578743184,-204.72015339253804,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,105.0,180,0,0,107.9478184845593,-55.02578553269395,-201.318122866706,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,115.0,180,0,0,106.68668089250755,-43.54835387143252,-197.66821342664895,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,125.0,180,0,0,122.47724755412656,-48.28973585976439,-191.10940412243926,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,135.0,180,0,0,125.50382792381839,-35.78660107653826,-191.3355872057041,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,145.0,180,0,0,140.85856381356822,-33.50211520211414,-191.1845910184485,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,155.0,180,0,0,139.03255605216955,-29.425702885485467,-190.25902938593993,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,165.0,180,0,0,153.0974160630377,-24.170476628865007,-184.80198529833197,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-30.0,175.0,180,0,0,163.34926636049894,-20.303446045935438,-180.88165472729838,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-20.0,75.0,180,0,0,68.2781429210896,-64.38892295738816,-209.75526820024038,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-20.0,85.0,180,0,0,82.56139171064257,-51.328090016924655,-213.8171501726567,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-20.0,95.0,180,0,0,90.84134510680902,-51.61261242673039,-205.60534644540098,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
250.0,-20.0,105.0,180,0,0,96.61329337367296,-40.84458970476716,-201.69831070764414,0.6303711890097322,-0.10049860489989401,-0.07880248540339485,0.7657168946640001
