robot_x,robot_y,robot_z,aurora_x,aurora_y,aurora_z
250.0,-50.0,75.0,120.90816397883593,224.45760375462203,175.0
250.0,-50.0,85.0,120.90816397883593,224.45760375462203,185.0
250.0,-50.0,95.0,120.90816397883593,224.45760375462203,195.0
250.0,-50.0,105.0,120.90816397883593,224.45760375462203,205.0
250.0,-50.0,115.0,120.90816397883593,224.45760375462203,215.0
250.0,-50.0,125.0,120.90816397883593,224.45760375462203,225.0
250.0,-50.0,135.0,120.90816397883593,224.45760375462203,234.99999999999997
250.0,-50.0,145.0,120.90816397883593,224.45760375462203,244.99999999999997
250.0,-50.0,155.0,120.90816397883593,224.45760375462203,254.99999999999997
250.0,-50.0,165.0,120.90816397883593,224.45760375462203,265.0
250.0,-50.0,175.0,120.90816397883593,224.45760375462203,275.0
250.0,-40.0,75.0,111.34511641920557,227.38132080184937,175.0
250.0,-40.0,85.0,111.34511641920557,227.38132080184937,185.0
250.0,-40.0,95.0,111.34511641920557,227.38132080184937,195.0
250.0,-40.0,105.0,111.34511641920557,227.38132080184937,205.0
250.0,-40.0,115.0,111.34511641920557,227.38132080184937,215.0
250.0,-40.0,125.0,111.34511641920557,227.38132080184937,225.0
250.0,-40.0,135.0,111.34511641920557,227.38132080184937,234.99999999999997
250.0,-40.0,145.0,111.34511641920557,227.38132080184937,244.99999999999997
250.0,-40.0,155.0,111.34511641920557,227.38132080184937,254.99999999999997
250.0,-40.0,165.0,111.34511641920557,227.38132080184937,265.0
250.0,-40.0,175.0,111.34511641920557,227.38132080184937,275.0
250.0,-30.0,75.0,101.78206885957522,230.30503784907674,175.0
250.0,-30.0,85.0,101.78206885957522,230.30503784907674,185.0
250.0,-30.0,95.0,101.78206885957522,230.30503784907674,195.0
250.0,-30.0,105.0,101.78206885957522,230.30503784907674,205.0
250.0,-30.0,115.0,101.78206885957522,230.30503784907674,215.0
250.0,-30.0,125.0,101.78206885957522,230.30503784907674,225.0
250.0,-30.0,135.0,101.78206885957522,230.30503784907674,234.99999999999997
250.0,-30.0,145.0,101.78206885957522,230.30503784907674,244.99999999999997
250.0,-30.0,155.0,101.78206885957522,230.30503784907674,254.99999999999997
250.0,-30.0,165.0,101.78206885957522,230.30503784907674,265.0
250.0,-30.0,175.0,101.78206885957522,230.30503784907674,275.0
250.0,-20.0,75.0,92.21902129994487,233.2287548963041,175.0
250.0,-20.0,85.0,92.21902129994487,233.2287548963041,185.0
250.0,-20.0,95.0,92.21902129994487,233.2287548963041,195.0
250.0,-20.0,105.0,92.21902129994487,233.2287548963041,205.0
250.0,-20.0,115.0,92.21902129994487,233.2287548963041,215.0
250.0,-20.0,125.0,92.21902129994487,233.2287548963041,225.0
250.0,-20.0,135.0,92.21902129994487,233.2287548963041,234.99999999999997
250.0,-20.0,145.0,92.21902129994487,233.2287548963041,244.99999999999997
250.0,-20.0,155.0,92.21902129994487,233.2287548963041,254.99999999999997
250.0,-20.0,165.0,92.21902129994487,233.2287548963041,265.0
250.0,-20.0,175.0,92.21902129994487,233.2287548963041,275.0
250.0,-10.0,75.0,82.65597374031451,236.15247194353148,175.0
250.0,-10.0,85.0,82.65597374031451,236.15247194353148,185.0
250.0,-10.0,95.0,82.65597374031451,236.15247194353148,195.0
250.0,-10.0,105.0,82.65597374031451,236.15247194353148,205.0
250.0,-10.0,115.0,82.65597374031451,236.15247194353148,215.0
250.0,-10.0,125.0,82.65597374031451,236.15247194353148,225.0
250.0,-10.0,135.0,82.65597374031451,236.15247194353148,234.99999999999997
250.0,-10.0,145.0,82.65597374031451,236.15247194353148,244.99999999999997
250.0,-10.0,155.0,82.65597374031451,236.15247194353148,254.99999999999997
250.0,-10.0,165.0,82.65597374031451,236.15247194353148,265.0
250.0,-10.0,175.0,82.65597374031451,236.15247194353148,275.0
250.0,0.0,75.0,73.09292618068416,239.07618899075885,175.0
250.0,0.0,85.0,73.09292618068416,239.07618899075885,185.0
250.0,0.0,95.0,73.09292618068416,239.07618899075885,195.0
250.0,0.0,105.0,73.09292618068416,239.07618899075885,205.0
250.0,0.0,115.0,73.09292618068416,239.07618899075885,215.0
250.0,0.0,125.0,73.09292618068416,239.07618899075885,225.0
250.0,0.0,135.0,73.09292618068416,239.07618899075885,234.99999999999997
250.0,0.0,145.0,73.09292618068416,239.07618899075885,244.99999999999997
250.0,0.0,155.0,73.09292618068416,239.07618899075885,254.99999999999997
250.0,0.0,165.0,73.09292618068416,239.07618899075885,265.0
250.0,0.0,175.0,73.09292618068416,239.07618899075885,275.0
250.0,10.0,75.0,63.529878621053804,241.99990603798622,175.0
250.0,10.0,85.0,63.529878621053804,241.99990603798622,185.0
250.0,10.0,95.0,63.529878621053804,241.99990603798622,195.0
250.0,10.0,105.0,63.529878621053804,241.99990603798622,205.0
250.0,10.0,115.0,63.529878621053804,241.99990603798622,215.0
250.0,10.0,125.0,63.529878621053804,241.99990603798622,225.0
250.0,10.0,135.0,63.529878621053804,241.99990603798622,234.99999999999997
250.0,10.0,145.0,63.529878621053804,241.99990603798622,244.99999999999997
250.0,10.0,155.0,63.529878621053804,241.99990603798622,254.99999999999997
250.0,10.0,165.0,63.529878621053804,241.99990603798622,265.0
250.0,10.0,175.0,63.529878621053804,241.99990603798622,275.0
250.0,20.0,75.0,53.96683106142345,244.9236230852136,175.0
250.0,20.0,85.0,53.96683106142345,244.9236230852136,185.0
250.0,20.0,95.0,53.96683106142345,244.9236230852136,195.0
250.0,20.0,105.0,53.96683106142345,244.9236230852136,205.0
250.0,20.0,115.0,53.96683106142345,244.9236230852136,215.0
250.0,20.0,125.0,53.96683106142345,244.9236230852136,225.0
250.0,20.0,135.0,53.96683106142345,244.9236230852136,234.99999999999997
250.0,20.0,145.0,53.96683106142345,244.9236230852136,244.99999999999997
250.0,20.0,155.0,53.96683106142345,244.9236230852136,254.99999999999997
