robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w
250.0,-50.0,75.0,180,0,0,-93.98143564928829,-132.37474250972292,-85.50934226726622,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,85.0,180,0,0,-99.13181639838884,-139.48098149219928,-80.71612355086825,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,95.0,180,0,0,-104.28219714748937,-146.58722047467563,-75.92290483447027,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,105.0,180,0,0,-109.43257789658992,-153.69345945715202,-71.1296861180723,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,115.0,180,0,0,-114.58295864569047,-160.7996984396284,-66.33646740167433,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,125.0,180,0,0,-119.73333939479102,-167.90593742210476,-61.54324868527635,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,135.0,180,0,0,-124.88372014389154,-175.0121764045811,-56.75002996887838,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,145.0,180,0,0,-130.0341008929921,-182.1184153870575,-51.956811252480406,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,155.0,180,0,0,-135.18448164209263,-189.22465436953388,-47.16359253608246,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,165.0,180,0,0,-140.33486239119318,-196.3308933520102,-42.37037381968449,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-50.0,175.0,180,0,0,-145.4852431402937,-203.4371323344866,-37.577155103286515,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-40.0,75.0,180,0,0,-85.41498427386418,-136.44684507195518,-82.34171041442158,0.7071067811865475,0.0,0.0,0.7071067811865475
250.0,-40.0,85.0,180,0,0,-90.56536502296473,-143.55308405443154,-77.54849169802361,0.7071067811865475,0.0,0.0,0.7071067811865475
