robot_x,robot_y,robot_z,robot_rx,robot_ry,robot_rz,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w,aurora_quality
60.0,-75.0,-175.0,-0.0,0.0,180.0,56.25,-80.03,-251.58,-0.012,-0.068,0.137,0.988,0.469
60.0,-75.0,-205.0,-0.0,0.0,180.0,54.64,-80.78,-222.58,-0.008,-0.066,0.124,0.99,0.285
60.0,-75.0,-235.0,-0.0,0.0,180.0,53.26,-82.17,-193.68,-0.007,-0.062,0.112,0.992,0.17
60.0,-75.0,-265.0,-0.0,0.0,180.0,52.07,-83.58,-164.4,-0.005,-0.059,0.102,0.993,0.119
60.0,-75.0,-295.0,-0.0,0.0,180.0,50.99,-84.95,-135.13,-0.003,-0.055,0.092,0.994,0.128
60.0,-75.0,-325.0,-0.0,0.0,180.0,49.45,-86.21,-106.0,0.002,-0.047,0.083,0.995,0.118
60.0,-45.0,-175.0,-0.0,0.0,180.0,55.3,-50.53,-251.22,-0.012,-0.064,0.138,0.988,0.528
60.0,-45.0,-205.0,-0.0,0.0,180.0,53.81,-51.57,-222.8,-0.009,-0.061,0.128,0.99,0.318
60.0,-45.0,-235.0,-0.0,0.0,180.0,52.37,-52.6,-193.89,-0.007,-0.056,0.118,0.991,0.172
60.0,-45.0,-265.0,-0.0,0.0,180.0,51.07,-54.11,-164.73,-0.006,-0.052,0.107,0.993,0.082
60.0,-45.0,-295.0,-0.0,0.0,180.0,49.9,-55.38,-135.44,-0.004,-0.047,0.096,0.994,0.035
60.0,-45.0,-325.0,-0.0,0.0,180.0,48.75,-56.79,-105.96,-0.001,-0.042,0.085,0.995,0.045
60.0,-15.0,-175.0,-0.0,0.0,180.0,54.45,-21.28,-251.15,-0.012,-0.06,0.127,0.99,0.563
60.0,-15.0,-205.0,-0.0,0.0,180.0,52.96,-22.0,-222.52,-0.008,-0.056,0.121,0.991,0.344
60.0,-15.0,-235.0,-0.0,0.0,180.0,51.67,-23.17,-193.76,-0.006,-0.052,0.113,0.992,0.193
60.0,-15.0,-265.0,-0.0,0.0,180.0,50.54,-24.0,-164.79,-0.002,-0.047,0.106,0.993,0.095
60.0,-15.0,-295.0,-0.0,0.0,180.0,49.41,-25.2,-135.33,0.001,-0.043,0.096,0.994,0.036
60.0,-15.0,-325.0,-0.0,0.0,180.0,48.36,-26.57,-105.6,0.003,-0.038,0.087,0.995,0.036
60.0,15.0,-175.0,-0.0,0.0,180.0,53.86,8.05,-251.2,-0.01,-0.056,0.107,0.993,0.574
60.0,15.0,-205.0,-0.0,0.0,180.0,52.47,7.28,-222.36,-0.008,-0.053,0.103,0.993,0.356
60.0,15.0,-235.0,-0.0,0.0,180.0,51.28,6.2,-193.42,-0.006,-0.049,0.1,0.994,0.207
60.0,15.0,-265.0,-0.0,0.0,180.0,50.22,5.44,-164.3,-0.002,-0.045,0.097,0.994,0.107
60.0,15.0,-295.0,-0.0,0.0,180.0,49.25,4.25,-134.68,0.001,-0.042,0.093,0.995,0.053
60.0,15.0,-325.0,-0.0,0.0,180.0,48.38,3.21,-104.84,0.004,-0.038,0.089,0.995,0.042
