robot_x,robot_y,robot_z,robot_rx,robot_ry,robot_rz,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w,aurora_quality
50.0,-75.0,-200.0,-0.0,-0.0,180.0,50.42,-80.16,-228.18,-0.021,-0.04,0.396,0.917,0.228
50.0,-75.0,-230.0,-0.0,-0.0,180.0,50.14,-80.48,-199.23,-0.02,-0.036,0.402,0.915,0.107
50.0,-75.0,-260.0,-0.0,-0.0,180.0,50.19,-80.99,-169.8,-0.017,-0.033,0.408,0.912,0.058
50.0,-75.0,-290.0,-0.0,-0.0,180.0,49.89,-81.76,-140.43,-0.014,-0.027,0.418,0.908,0.087
50.0,-75.0,-320.0,-0.0,-0.0,180.0,49.41,-82.02,-111.86,-0.004,-0.016,0.445,0.895,0.226
50.0,-75.0,-350.0,-0.0,-0.0,180.0,49.0,-82.9,-83.22,0.003,-0.011,0.445,0.895,0.245
50.0,-45.0,-200.0,-0.0,-0.0,180.0,49.4,-50.21,-228.61,-0.018,-0.036,0.4,0.916,0.264
50.0,-45.0,-230.0,-0.0,-0.0,180.0,49.57,-50.78,-199.81,-0.016,-0.034,0.401,0.915,0.132
50.0,-45.0,-260.0,-0.0,-0.0,180.0,49.78,-51.6,-170.37,-0.016,-0.031,0.4,0.916,0.06
50.0,-45.0,-290.0,-0.0,-0.0,180.0,49.87,-52.49,-141.07,-0.014,-0.029,0.395,0.918,0.05
50.0,-45.0,-320.0,-0.0,-0.0,180.0,49.97,-53.25,-111.65,-0.011,-0.025,0.386,0.922,0.086
50.0,-45.0,-350.0,-0.0,-0.0,180.0,50.1,-53.97,-82.15,-0.006,-0.02,0.387,0.922,0.084
50.0,-15.0,-200.0,-0.0,-0.0,180.0,49.05,-20.38,-228.57,-0.014,-0.034,0.397,0.917,0.301
50.0,-15.0,-230.0,-0.0,-0.0,180.0,49.14,-21.23,-199.99,-0.014,-0.032,0.399,0.916,0.164
50.0,-15.0,-260.0,-0.0,-0.0,180.0,49.3,-21.93,-170.72,-0.012,-0.03,0.399,0.916,0.076
50.0,-15.0,-290.0,-0.0,-0.0,180.0,49.51,-22.45,-141.52,-0.01,-0.027,0.398,0.917,0.04
50.0,-15.0,-320.0,-0.0,-0.0,180.0,49.77,-23.13,-112.06,-0.006,-0.023,0.394,0.919,0.059
50.0,-15.0,-350.0,-0.0,-0.0,180.0,49.92,-23.99,-82.42,-0.002,-0.017,0.395,0.918,0.065
50.0,15.0,-200.0,-0.0,-0.0,180.0,48.76,8.88,-228.74,-0.012,-0.032,0.39,0.92,0.334
50.0,15.0,-230.0,-0.0,-0.0,180.0,48.84,8.24,-200.09,-0.012,-0.03,0.394,0.918,0.2
50.0,15.0,-260.0,-0.0,-0.0,180.0,49.01,7.62,-170.8,-0.01,-0.028,0.398,0.917,0.109
50.0,15.0,-290.0,-0.0,-0.0,180.0,49.32,6.98,-141.63,-0.008,-0.025,0.399,0.916,0.057
50.0,15.0,-320.0,-0.0,-0.0,180.0,49.77,6.49,-112.0,-0.005,-0.023,0.399,0.917,0.042
50.0,15.0,-350.0,-0.0,-0.0,180.0,50.17,5.83,-82.3,-0.003,-0.021,0.397,0.917,0.049
50.0,45.0,-200.0,-0.0,-0.0,180.0,48.46,37.67,-229.22,-0.012,-0.03,0.378,0.925,0.35
50.0,45.0,-230.0,-0.0,-0.0,180.0,48.63,36.97,-200.42,-0.013,-0.027,0.385,0.923,0.224
50.0,45.0,-260.0,-0.0,-0.0,180.0,48.89,36.76,-170.99,-0.01,-0.026,0.391,0.92,0.138
50.0,45.0,-290.0,-0.0,-0.0,180.0,49.08,36.39,-141.5,-0.008,-0.024,0.397,0.918,0.085
50.0,45.0,-320.0,-0.0,-0.0,180.0,49.47,35.83,-111.9,-0.006,-0.022,0.401,0.916,0.062
50.0,45.0,-350.0,-0.0,-0.0,180.0,49.77,35.06,-82.1,-0.005,-0.018,0.401,0.916,0.061
50.0,75.0,-200.0,-0.0,-0.0,180.0,48.38,66.26,-229.93,-0.014,-0.028,0.366,0.93,0.361
50.0,75.0,-230.0,-0.0,-0.0,180.0,48.55,65.72,-200.76,-0.015,-0.025,0.374,0.927,0.245
50.0,75.0,-260.0,-0.0,-0.0,180.0,48.92,65.64,-171.39,-0.012,-0.024,0.382,0.924,0.162
50.0,75.0,-290.0,-0.0,-0.0,180.0,49.03,65.48,-141.61,-0.01,-0.023,0.389,0.921,0.114
50.0,75.0,-320.0,-0.0,-0.0,180.0,49.58,64.91,-112.07,-0.008,-0.02,0.395,0.919,0.09
50.0,75.0,-350.0,-0.0,-0.0,180.0,49.9,64.14,-82.08,-0.007,-0.016,0.394,0.919,0.075
80.0,-75.0,-200.0,-0.0,-0.0,180.0,20.88,-80.61,-229.0,-0.021,-0.039,0.384,0.922,0.224
80.0,-75.0,-230.0,-0.0,-0.0,180.0,20.91,-81.17,-199.86,-0.02,-0.037,0.391,0.92,0.1
80.0,-75.0,-260.0,-0.0,-0.0,180.0,20.82,-81.86,-170.32,-0.019,-0.034,0.4,0.916,0.032
80.0,-75.0,-290.0,-0.0,-0.0,180.0,20.68,-82.32,-140.7,-0.016,-0.029,0.413,0.91,0.076
80.0,-75.0,-320.0,-0.0,-0.0,180.0,20.22,-82.89,-111.1,-0.011,-0.022,0.429,0.903,0.153
80.0,-75.0,-350.0,-0.0,-0.0,180.0,19.56,-83.18,-81.96,-0.008,-0.02,0.428,0.903,0.18
80.0,-45.0,-200.0,-0.0,-0.0,180.0,20.6,-50.58,-229.45,-0.019,-0.039,0.384,0.922,0.284
80.0,-45.0,-230.0,-0.0,-0.0,180.0,20.72,-51.35,-200.2,-0.018,-0.038,0.386,0.922,0.173
80.0,-45.0,-260.0,-0.0,-0.0,180.0,20.74,-51.99,-170.91,-0.017,-0.036,0.388,0.921,0.124
80.0,-45.0,-290.0,-0.0,-0.0,180.0,20.88,-52.98,-141.52,-0.016,-0.033,0.388,0.921,0.116
80.0,-45.0,-320.0,-0.0,-0.0,180.0,20.95,-53.71,-111.83,-0.013,-0.029,0.388,0.921,0.12
80.0,-45.0,-350.0,-0.0,-0.0,180.0,21.04,-54.51,-82.08,-0.009,-0.024,0.388,0.921,0.11
80.0,-15.0,-200.0,-0.0,-0.0,180.0,20.27,-20.81,-229.22,-0.016,-0.038,0.38,0.924,0.33
80.0,-15.0,-230.0,-0.0,-0.0,180.0,20.33,-21.37,-200.43,-0.014,-0.036,0.386,0.922,0.188
80.0,-15.0,-260.0,-0.0,-0.0,180.0,20.21,-22.25,-171.01,-0.014,-0.033,0.391,0.92,0.094
80.0,-15.0,-290.0,-0.0,-0.0,180.0,20.18,-22.71,-141.65,-0.01,-0.029,0.394,0.919,0.046
80.0,-15.0,-320.0,-0.0,-0.0,180.0,20.33,-23.52,-112.23,-0.008,-0.024,0.394,0.919,0.054
80.0,-15.0,-350.0,-0.0,-0.0,180.0,20.48,-24.37,-82.19,-0.005,-0.021,0.393,0.919,0.062
80.0,15.0,-200.0,-0.0,-0.0,180.0,20.15,8.53,-229.11,-0.014,-0.037,0.373,0.927,0.359
80.0,15.0,-230.0,-0.0,-0.0,180.0,20.11,7.83,-200.3,-0.014,-0.034,0.381,0.924,0.211
80.0,15.0,-260.0,-0.0,-0.0,180.0,19.92,7.44,-170.88,-0.011,-0.031,0.389,0.921,0.105
80.0,15.0,-290.0,-0.0,-0.0,180.0,19.92,6.71,-141.56,-0.009,-0.027,0.394,0.918,0.038
80.0,15.0,-320.0,-0.0,-0.0,180.0,20.09,6.23,-112.06,-0.007,-0.023,0.397,0.917,0.035
80.0,15.0,-350.0,-0.0,-0.0,180.0,20.38,5.42,-82.14,-0.006,-0.022,0.399,0.917,0.046
80.0,45.0,-200.0,-0.0,-0.0,180.0,20.11,37.34,-229.41,-0.014,-0.036,0.362,0.932,0.381
80.0,45.0,-230.0,-0.0,-0.0,180.0,19.92,36.84,-200.12,-0.015,-0.032,0.371,0.928,0.234
80.0,45.0,-260.0,-0.0,-0.0,180.0,19.77,36.47,-170.88,-0.012,-0.029,0.382,0.924,0.133
80.0,45.0,-290.0,-0.0,-0.0,180.0,19.75,35.98,-141.53,-0.01,-0.025,0.39,0.92,0.067
80.0,45.0,-320.0,-0.0,-0.0,180.0,19.9,35.56,-111.71,-0.007,-0.023,0.395,0.918,0.042
80.0,45.0,-350.0,-0.0,-0.0,180.0,20.24,34.93,-81.92,-0.005,-0.02,0.398,0.917,0.046
80.0,75.0,-200.0,-0.0,-0.0,180.0,20.04,65.82,-229.87,-0.017,-0.033,0.346,0.937,0.4
80.0,75.0,-230.0,-0.0,-0.0,180.0,19.99,65.39,-200.55,-0.018,-0.03,0.357,0.933,0.264
80.0,75.0,-260.0,-0.0,-0.0,180.0,19.73,65.47,-171.2,-0.014,-0.027,0.369,0.929,0.167
80.0,75.0,-290.0,-0.0,-0.0,180.0,19.8,65.07,-141.52,-0.012,-0.024,0.38,0.925,0.104
80.0,75.0,-320.0,-0.0,-0.0,180.0,19.94,64.83,-111.75,-0.008,-0.021,0.387,0.922,0.074
80.0,75.0,-350.0,-0.0,-0.0,180.0,20.25,64.22,-81.93,-0.006,-0.018,0.39,0.921,0.064
110.0,-75.0,-200.0,-0.0,-0.0,180.0,-9.65,-81.84,-229.74,-0.022,-0.03,0.38,0.924,0.216
110.0,-75.0,-230.0,-0.0,-0.0,180.0,-9.54,-82.29,-200.32,-0.022,-0.029,0.389,0.92,0.081
110.0,-75.0,-260.0,-0.0,-0.0,180.0,-9.42,-82.79,-170.63,-0.02,-0.028,0.399,0.916,0.04
110.0,-75.0,-290.0,-0.0,-0.0,180.0,-9.51,-83.32,-140.83,-0.017,-0.025,0.409,0.912,0.098
110.0,-75.0,-320.0,-0.0,-0.0,180.0,-9.64,-83.59,-111.22,-0.013,-0.022,0.417,0.908,0.147
110.0,-75.0,-350.0,-0.0,-0.0,180.0,-10.13,-84.0,-81.19,-0.009,-0.02,0.419,0.908,0.196
110.0,-45.0,-200.0,-0.0,-0.0,180.0,-9.27,-51.43,-230.7,-0.019,-0.034,0.378,0.925,0.246
110.0,-45.0,-230.0,-0.0,-0.0,180.0,-9.1,-51.85,-201.08,-0.018,-0.034,0.384,0.922,0.144
110.0,-45.0,-260.0,-0.0,-0.0,180.0,-9.05,-52.31,-171.57,-0.016,-0.032,0.39,0.92,0.11
