robot_x,robot_y,robot_z,robot_roll,robot_pitch,robot_yaw,aurora_x,aurora_y,aurora_z,aurora_quat_x,aurora_quat_y,aurora_quat_z,aurora_quat_w
75.0,-50.0,-350.0,0,0,180,17.67767,-88.38835,-350.0,0.0,0.0,0.70711,0.70711
75.0,-50.0,-330.0,0,0,180,17.67767,-88.38835,-330.0,0.0,0.0,0.70711,0.70711
75.0,-50.0,-310.0,0,0,180,17.67767,-88.38835,-310.0,0.0,0.0,0.70711,0.70711
75.0,-50.0,-290.0,0,0,180,17.67767,-88.38835,-290.0,0.0,0.0,0.70711,0.70711
75.0,-50.0,-270.0,0,0,180,17.67767,-88.38835,-270.0,0.0,0.0,0.70711,0.70711
75.0,-50.0,-250.0,0,0,180,17.67767,-88.38835,-250.0,0.0,0.0,0.70711,0.70711
75.0,-30.0,-350.0,0,0,180,31.81981,-74.24621,-350.0,0.0,0.0,0.70711,0.70711
75.0,-30.0,-330.0,0,0,180,31.81981,-74.24621,-330.0,0.0,0.0,0.70711,0.70711
75.0,-30.0,-310.0,0,0,180,31.81981,-74.24621,-310.0,0.0,0.0,0.70711,0.70711
75.0,-30.0,-290.0,0,0,180,31.81981,-74.24621,-290.0,0.0,0.0,0.70711,0.70711
75.0,-30.0,-270.0,0,0,180,31.81981,-74.24621,-270.0,0.0,0.0,0.70711,0.70711
75.0,-30.0,-250.0,0,0,180,31.81981,-74.24621,-250.0,0.0,0.0,0.70711,0.70711
75.0,-10.0,-350.0,0,0,180,45.96194,-60.10408,-350.0,0.0,0.0,0.70711,0.70711
75.0,-10.0,-330.0,0,0,180,45.96194,-60.10408,-330.0,0.0,0.0,0.70711,0.70711
75.0,-10.0,-310.0,0,0,180,45.96194,-60.10408,-310.0,0.0,0.0,0.70711,0.70711
75.0,-10.0,-290.0,0,0,180,45.96194,-60.10408,-290.0,0.0,0.0,0.70711,0.70711
75.0,-10.0,-270.0,0,0,180,45.96194,-60.10408,-270.0,0.0,0.0,0.70711,0.70711
75.0,-10.0,-250.0,0,0,180,45.96194,-60.10408,-250.0,0.0,0.0,0.70711,0.70711
75.0,10.0,-350.0,0,0,180,60.10408,-45.96194,-350.0,0.0,0.0,0.70711,0.70711
75.0,10.0,-330.0,0,0,180,60.10408,-45.96194,-330.0,0.0,0.0,0.70711,0.70711
75.0,10.0,-310.0,0,0,180,60.10408,-45.96194,-310.0,0.0,0.0,0.70711,0.70711
75.0,10.0,-290.0,0,0,180,60.10408,-45.96194,-290.0,0.0,0.0,0.70711,0.70711
75.0,10.0,-270.0,0,0,180,60.10408,-45.96194,-270.0,0.0,0.0,0.70711,0.70711
75.0,10.0,-250.0,0,0,180,60.10408,-45.96194,-250.0,0.0,0.0,0.70711,0.70711
75.0,30.0,-350.0,0,0,180,74.24621,-31.81981,-350.0,0.0,0.0,0.70711,0.70711
75.0,30.0,-330.0,0,0,180,74.24621,-31.81981,-330.0,0.0,0.0,0.70711,0.70711
75.0,30.0,-310.0,0,0,180,74.24621,-31.81981,-310.0,0.0,0.0,0.70711,0.70711
75.0,30.0,-290.0,0,0,180,74.24621,-31.81981,-290.0,0.0,0.0,0.70711,0.70711
75.0,30.0,-270.0,0,0,180,74.24621,-31.81981,-270.0,0.0,0.0,0.70711,0.70711
75.0,30.0,-250.0,0,0,180,74.24621,-31.81981,-250.0,0.0,0.0,0.70711,0.70711
75.0,50.0,-350.0,0,0,180,88.38835,-17.67767,-350.0,0.0,0.0,0.70711,0.70711
75.0,50.0,-330.0,0,0,180,88.38835,-17.67767,-330.0,0.0,0.0,0.70711,0.70711
75.0,50.0,-310.0,0,0,180,88.38835,-17.67767,-310.0,0.0,0.0,0.70711,0.70711
75.0,50.0,-290.0,0,0,180,88.38835,-17.67767,-290.0,0.0,0.0,0.70711,0.70711
75.0,50.0,-270.0,0,0,180,88.38835,-17.67767,-270.0,0.0,0.0,0.70711,0.70711
75.0,50.0,-250.0,0,0,180,88.38835,-17.67767,-250.0,0.0,0.0,0.70711,0.70711
95.0,-50.0,-350.0,0,0,180,31.81981,-102.53048,-350.0,0.0,0.0,0.70711,0.70711
95.0,-50.0,-330.0,0,0,180,31.81981,-102.53048,-330.0,0.0,0.0,0.70711,0.70711
95.0,-50.0,-310.0,0,0,180,31.81981,-102.53048,-310.0,0.0,0.0,0.70711,0.70711
95.0,-50.0,-290.0,0,0,180,31.81981,-102.53048,-290.0,0.0,0.0,0.70711,0.70711
95.0,-50.0,-270.0,0,0,180,31.81981,-102.53048,-270.0,0.0,0.0,0.70711,0.70711
95.0,-50.0,-250.0,0,0,180,31.81981,-102.53048,-250.0,0.0,0.0,0.70711,0.70711
95.0,-30.0,-350.0,0,0,180,45.96194,-88.38835,-350.0,0.0,0.0,0.70711,0.70711
95.0,-30.0,-330.0,0,0,180,45.96194,-88.38835,-330.0,0.0,0.0,0.70711,0.70711
